p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Peak-26963-2	1.30032766170993e-13	0.187826760843758	0.731	0.143	4.33807512533695e-08	Immune	Peak-26963-2
Peak-17589-4	1.31959689970387e-13	0.193300277153537	0.885	0.242	4.40236000097806e-08	Immune	Peak-17589-4
Peak-21277-2	1.36964886663058e-13	0.0993199344775683	0.538	0.063	4.56934036992095e-08	Immune	Peak-21277-2
Peak-73748-1	1.39571581635212e-13	0.0946426554102486	0.538	0.058	4.65630336356497e-08	Immune	Peak-73748-1
Peak-86070-1	1.50741718333702e-13	0.105182092849439	0.5	0.049	5.02895476201795e-08	Immune	Peak-86070-1
Peak-80786-1	1.55939596865893e-13	0.0866952479118087	0.462	0.04	5.20236326688181e-08	Immune	Peak-80786-1
Peak-43526-4	1.5918174913947e-13	0.146159350588595	0.654	0.103	5.31052600574152e-08	Immune	Peak-43526-4
Peak-54839-1	1.64652865713214e-13	0.14595317958872	0.654	0.103	5.49305011420483e-08	Immune	Peak-54839-1
Peak-39239-1	1.72027542524977e-13	0.188482902008993	0.692	0.13	5.73907965719278e-08	Immune	Peak-39239-1
Peak-66562-1	1.73510710778829e-13	0.120240965162706	0.538	0.063	5.78856022657683e-08	Immune	Peak-66562-1
Peak-33525-1	1.78096506073024e-13	0.140766496958167	0.654	0.108	5.94154877770459e-08	Immune	Peak-33525-1
Peak-62313-1	1.78371489085819e-13	0.0896802033851793	0.462	0.04	5.95072259598765e-08	Immune	Peak-62313-1
Peak-83212-1	1.92233398207879e-13	0.0918251050785144	0.538	0.058	6.41317529097235e-08	Immune	Peak-83212-1
Peak-127135-1	2.03805756518066e-13	0.055721582519106	0.308	0.009	6.79924536550182e-08	Immune	Peak-127135-1
Peak-115142-1	2.19101501305889e-13	0.0736280903311902	0.385	0.022	7.3095328256663e-08	Immune	Peak-115142-1
Peak-59591-1	2.20188883231551e-13	0.0944812178232703	0.5	0.049	7.34580940904106e-08	Immune	Peak-59591-1
Peak-96692-1	2.22998909732984e-13	0.0795350117688912	0.462	0.04	7.43955582716597e-08	Immune	Peak-96692-1
Peak-56738-1	2.25451686142356e-13	0.0807665223166618	0.538	0.058	7.52138388206959e-08	Immune	Peak-56738-1
Peak-25091-1	2.26393582529864e-13	0.136800208967914	0.538	0.067	7.55280686421179e-08	Immune	Peak-25091-1
Peak-29973-1	2.27416872265136e-13	0.100408373828558	0.615	0.076	7.58694524238611e-08	Immune	Peak-29973-1
Peak-57669-1	2.29621541102159e-13	0.0997441376815987	0.5	0.049	7.66049608132558e-08	Immune	Peak-57669-1
Peak-56763-1	2.34848787446908e-13	0.124198602114378	0.615	0.09	7.83488433753126e-08	Immune	Peak-56763-1
Peak-20167-1	2.46488947573408e-13	0.0987446868710695	0.692	0.117	8.22321637557549e-08	Immune	Peak-20167-1
Peak-44564-1	2.52057989173968e-13	0.157352584977358	0.769	0.152	8.40900740002843e-08	Immune	Peak-44564-1
Peak-69485-1	2.69773802069878e-13	0.0671051606630415	0.385	0.022	9.00003172037403e-08	Immune	Peak-69485-1
Peak-127007-1	2.69773802069878e-13	0.052507160317352	0.385	0.022	9.00003172037403e-08	Immune	Peak-127007-1
Peak-39004-3	2.78547690993107e-13	0.0618769137421744	0.462	0.04	9.29274093829743e-08	Immune	Peak-39004-3
Peak-91560-1	2.91187866307056e-13	0.0858120749335152	0.462	0.04	9.71443488301623e-08	Immune	Peak-91560-1
Peak-34216-1	2.91187866307056e-13	0.0734954579031345	0.462	0.04	9.71443488301623e-08	Immune	Peak-34216-1
Peak-106895-1	3.0439097284737e-13	0.070225428264511	0.462	0.04	1.01549090015502e-07	Immune	Peak-106895-1
Peak-46350-1	3.27369219959411e-13	0.127513660513959	0.5	0.054	1.09214954947539e-07	Immune	Peak-46350-1
Peak-30670-2	3.43882190228482e-13	0.15126731631132	0.769	0.161	1.14723913010885e-07	Immune	Peak-30670-2
Peak-70675-1	3.47628964790233e-13	0.0717522655749769	0.462	0.04	1.15973889459529e-07	Immune	Peak-70675-1
Peak-157712-1	3.5777671898221e-13	0.0657831333493346	0.423	0.031	1.19359322326531e-07	Immune	Peak-157712-1
Peak-54648-1	3.63340313193717e-13	0.0920109175890905	0.462	0.04	1.21215415245809e-07	Immune	Peak-54648-1
Peak-66616-1	3.63340313193717e-13	0.0680636762786425	0.462	0.04	1.21215415245809e-07	Immune	Peak-66616-1
Peak-78228-1	3.63506730236254e-13	0.0840193225011721	0.5	0.049	1.21270934301037e-07	Immune	Peak-78228-1
Peak-63044-1	3.70066927216571e-13	0.186698917726537	0.615	0.094	1.23459507856429e-07	Immune	Peak-63044-1
